Customer_id,Product_id,Date_id,staff_id,Quantity,Store_Location,Payment_Type,Promotion_Applied,Weather,Temperature,Delivery_Time_min,Order_Type,Total_Sales
5042,66749,36762,15852,5,East,Cash,True,Cloudy,33.3162728700753,34,Phone Order,32.5705899983141
9733,39732,96816,31847,1,East,Online,False,Cloudy,20.6087856820204,48,Phone Order,18.0341637841871
3767,38981,17234,14006,3,South,Online,False,Sunny,33.7059124100968,49,Online Order,45.6786889840572
2652,95933,28926,69830,1,South,Online,False,Rainy,32.494912078295,48,In Store,6.69397464029017
9239,86949,29734,54050,3,North,Online,True,Sunny,24.4635607466122,36,In Store,52.893349682936
6261,59574,75309,67979,5,South,Online,True,Sunny,27.15434218268169,45,Phone Order,43.1673413368425
1650,61328,14863,83582,1,West,Online,True,Rainy,20.4682034050812,37,In Store,12.1738982629283
7984,73515,37141,62440,4,North,Credit Card,False,Rainy,27.15434218268169,33,Phone Order,28.7117907730796
8033,55376,18012,56387,3,North,Credit Card,True,Sunny,27.8989241388468,18,Online Order,46.9549525389768
6869,42979,10912,63451,4,West,Credit Card,True,Cloudy,24.5492153909816,38,In Store,60.011265260856
3171,95745,18011,54639,1,North,Credit Card,True,Sunny,25.4387481889201,34,In Store,8.16668706749204
8439,99983,22716,42942,4,South,Cash,True,Cloudy,20.9960803019074,53,Online Order,71.8040460114201
9438,87940,46076,82488,4,East,Credit Card,True,Sunny,34.8402427106305,42,Online Order,44.0783614531827
8345,50408,89775,44333,1,West,Online,True,Rainy,20.5893791772603,53,Online Order,9.38772636606112
1030,89140,26390,18737,5,South,Credit Card,True,Cloudy,29.8236068472178,31,In Store,36.4247192098401
1743,55216,96479,93477,4,West,Credit Card,True,Rainy,26.6410389155968,33,In Store,35.9700807509322
1424,63318,19399,24011,4,West,Online,True,Rainy,34.2337432728307,49,Online Order,21.321615273429
2193,92792,76347,53351,5,North,Credit Card,True,Rainy,23.6899961046019,46,Online Order,68.7443119342086
7943,60287,11286,17096,4,North,Credit Card,False,Rainy,27.9813023590701,53,Online Order,70.5338447806368
3033,48204,64706,45018,4,South,Credit Card,False,Rainy,27.2353431287412,49,Online Order,52.9388269664985
8324,21904,17565,41145,4,West,Cash,True,Sunny,30.5429966607515,44,Online Order,33.1564377154325
2031,31895,20164,68206,2,North,Credit Card,False,Cloudy,21.0201534792863,31,Phone Order,11.0100753464161
3500,36068,94931,22842,5,North,Online,False,Sunny,22.9068369503503,56,Online Order,41.0971054944102
3010,46107,10416,58178,4,West,Online,True,Sunny,23.2184723013927,43,Phone Order,44.9672856842655
6971,93302,31846,33183,5,South,Credit Card,True,Sunny,31.0722613226253,20,In Store,81.9708571524847
6903,59929,90109,77085,3,South,Credit Card,True,Rainy,22.8370804449011,31,In Store,23.4529283641998
5158,31089,59247,45762,3,West,Credit Card,False,Sunny,28.6023764583646,31,Phone Order,47.3906154009608
4757,58211,37997,73078,4,South,Online,True,Cloudy,23.2286573075143,28,Online Order,72.016008101113
3230,48463,11143,66819,5,North,Online,False,Sunny,32.9243742512596,38,In Store,59.0460136081267
2010,45535,21065,88369,5,West,Cash,True,Rainy,34.1327818173445,51,Online Order,86.6073993731945
4736,76153,23033,67026,5,North,Cash,False,Cloudy,27.15434218268169,54,Online Order,66.5993011026321
6088,57622,89145,34164,2,East,Cash,False,Cloudy,25.2846332631376,53,Phone Order,29.1127251124271
1227,38319,31210,77382,3,East,Online,True,Cloudy,23.5108666252624,46,In Store,38.6825307152191
7925,56332,24299,35869,5,South,Cash,True,Cloudy,20.7467150228456,50,In Store,59.7379537563506
7075,53502,93433,81477,5,East,Credit Card,False,Sunny,24.0275011429624,51,Phone Order,42.5990081331887
9761,69539,84002,67466,2,North,Credit Card,False,Rainy,29.8135366991797,28,Online Order,19.0958217838313
7903,94391,28468,25062,2,East,Online,True,Cloudy,28.0042539696381,41,Online Order,18.6991035683082
3998,90373,22554,48169,5,North,Cash,True,Cloudy,34.1606191742139,33,In Store,67.2466698215361
5767,14943,52738,67698,1,South,Credit Card,False,Rainy,25.9441589373755,45,Phone Order,6.79930539535834
4099,64446,52559,24579,5,South,Online,True,Sunny,30.4079501349259,23,Phone Order,93.7593768026751
6670,18326,58840,31480,5,North,Cash,False,Cloudy,27.3398412121268,52,Online Order,79.0491358962335
7570,56605,92980,85658,2,East,Credit Card,True,Sunny,27.6886432388631,31,Online Order,22.0433689273958
8451,56221,74500,64134,2,South,Cash,True,Sunny,24.0166147190617,33,Phone Order,14.7587243357913
6678,62593,42793,25291,5,West,Online,True,Sunny,27.15434218268169,58,In Store,91.1494127291226
3864,15114,87029,10534,5,South,Cash,False,Sunny,27.15434218268169,18,Online Order,86.7833567575873
2407,50494,73705,48802,5,East,Online,True,Cloudy,30.599637826234,25,Phone Order,79.1291164537884
6782,65095,41798,69265,2,West,Cash,False,Cloudy,34.1095999877917,36,Phone Order,18.1464114223372
1418,57305,83375,56676,5,East,Credit Card,True,Sunny,24.9398191622375,18,Phone Order,55.1834978075251
8268,91536,39821,13650,5,North,Online,False,Sunny,20.6330070287194,31,In Store,32.7061189339317
5582,91113,87116,43952,4,West,Online,False,Rainy,27.4444268825095,22,Online Order,31.3423714836519
5169,45115,58501,56695,1,East,Online,True,Rainy,28.1669199822375,48,Online Order,16.7452495597509
5668,27645,17807,48217,3,West,Cash,False,Rainy,22.5266082669787,25,Online Order,47.1767423482807
6596,79505,97272,82787,1,East,Cash,False,Cloudy,31.406969094141,45,In Store,13.902286444639
9764,75849,76428,29062,4,West,Credit Card,False,Rainy,34.7739366266223,25,Online Order,73.7436035555703
5781,80042,16062,62931,3,East,Online,False,Cloudy,34.1866207551269,52,Online Order,41.246993301587
1293,16753,46251,24847,5,North,Online,True,Cloudy,22.9565905823547,35,Online Order,60.0225999972708
4225,18555,85844,78550,4,West,Cash,True,Cloudy,33.1304485985114,44,Online Order,40.4222447783457
4484,18929,84306,14623,5,West,Cash,True,Cloudy,30.5674045461752,24,In Store,95.5336379302129
7061,34625,88523,96355,2,West,Credit Card,False,Rainy,26.8076984571036,40,Phone Order,12.4814638457306
9351,27348,51500,54820,4,West,Credit Card,False,Sunny,27.15434218268169,41,Phone Order,75.8532423236485
4843,75635,22545,42690,2,North,Cash,True,Sunny,32.7440026247368,22,Online Order,34.8014397979305
4041,11172,97899,99564,4,West,Online,True,Sunny,27.2020240945756,53,Online Order,27.795795472142
8532,59838,12020,13071,4,South,Credit Card,False,Rainy,25.5981105365769,22,Online Order,53.8990614605152
9517,10358,96530,43014,2,North,Cash,True,Sunny,27.3987123953897,22,In Store,35.9964394524726
6937,10825,63216,44191,3,South,Cash,True,Rainy,28.6869470605257,48,Online Order,40.7314123623219
2673,66975,79650,91721,1,West,Online,False,Rainy,22.8361648066752,30,In Store,18.6079973234093
7696,49443,10341,38233,5,East,Cash,True,Rainy,33.5136159540048,55,Online Order,95.7237862612031
